3.722	706.656	4564.4	0.000219
6.204	706.94	4800.4	0.000208
8.694	707.071	4903.7	0.000204
11.194	707.052	4582.8	0.000218
13.694	707.033	4611.3	0.000217
16.194	707.021	4688.4	0.000213
18.694	707.016	4306.3	0.000232
21.194	707.011	5328.5	0.000188
23.694	707.007	4037.9	0.000248
26.194	707.011	4041	0.000247
28.694	707.026	3972.2	0.000252
31.194	707.04	3453.8	0.00029
33.694	707.054	4918.7	0.000203
36.194	707.07	6476.3	0.000154
38.694	707.089	7366.4	0.000136
41.194	707.107	8173.2	0.000122
43.693	707.09	6848.4	0.000146
46.189	706.973	6604.9	0.000151
48.654	706.621	2744.5	0.000364
51.101	706.137	351.62	0.002844
53.572	705.795	215.85	0.004633
56.061	705.561	191.4	0.005225
58.555	705.445	221.7	0.004511
61.054	705.415	228.89	0.004369
63.554	705.405	121.25	0.008247
66.054	705.431	120.55	0.008295
68.552	705.504	184.89	0.005409
71.042	705.707	217.97	0.004588
73.534	705.818	218.68	0.004573
76.032	705.859	278.06	0.003596
78.492	706.212	585.52	0.001708
80.954	706.47	1023.7	0.000977
83.453	706.407	1598.7	0.000626
85.95	706.451	2006.9	0.000498
88.444	706.621	2938.7	0.00034
90.94	706.745	3776.1	0.000265
93.439	706.805	4415.1	0.000226
95.938	706.865	4802.9	0.000208
98.437	706.92	6644.6	0.00015
100.937	706.971	6089.4	0.000164
103.436	707.022	6795.2	0.000147
105.936	707.041	7457.8	0.000134
108.436	707.028	5322.1	0.000188
110.936	707.014	4988.8	0.0002
113.435	706.993	3013.1	0.000332
115.935	706.964	3324.4	0.000301
118.435	706.935	3920.4	0.000255
120.935	706.906	4005.4	0.00025
123.435	706.91	3987.8	0.000251
125.934	706.947	3017.2	0.000331
128.431	707.04	1192	0.000839
130.922	707.231	309.77	0.003228
133.414	707.417	302.59	0.003305
135.898	707.646	156.36	0.006395
138.385	707.821	93.175	0.0107
142.134	707.87	86.965	0.0115
145.884	707.901	109.11	0.009165
148.384	707.897	128.73	0.007768
150.884	707.897	124.63	0.008024
153.384	707.898	126.38	0.007913
3.722	705.363	5220	0.000192
6.204	705.611	4673	0.000214
8.694	705.725	4558.7	0.000219
11.194	705.709	4578.2	0.000218
13.694	705.692	4806.6	0.000208
16.194	705.682	4803.3	0.000208
18.694	705.678	4607.1	0.000217
21.194	705.674	4425	0.000226
23.694	705.669	4039.6	0.000248
26.194	705.674	4139.3	0.000242
28.694	705.686	4201	0.000238
31.194	705.698	3587	0.000279
33.694	705.71	4670.9	0.000214
36.194	705.724	5744.7	0.000174
38.694	705.74	5578.3	0.000179
41.194	705.755	5812.5	0.000172
43.693	705.741	5812.4	0.000172
46.189	705.64	3230.9	0.00031
48.654	705.331	78.708	0.0127
51.101	704.897	103.87	0.009627
53.572	704.585	128.02	0.007811
56.061	704.369	188.66	0.005301
58.555	704.261	222.8	0.004488
61.054	704.233	228.84	0.00437
63.554	704.224	120.9	0.008271
66.054	704.248	119.3	0.008382
68.552	704.317	120.38	0.008307
71.042	704.503	135.6	0.007375
73.534	704.606	176.08	0.005679
76.032	704.644	179.66	0.005566
78.492	704.964	224.37	0.004457
80.954	705.198	308.12	0.003245
83.453	705.142	303.02	0.0033
85.95	705.181	460.56	0.002171
88.444	705.332	448.79	0.002228
90.94	705.442	375.83	0.002661
93.439	705.494	512.76	0.00195
95.938	705.547	512.05	0.001953
98.437	705.595	1099.7	0.000909
100.937	705.639	2535.3	0.000394
103.436	705.683	2448.1	0.000408
105.936	705.699	2363.8	0.000423
108.436	705.688	2748.2	0.000364
110.936	705.676	2177.2	0.000459
113.435	705.658	2181.3	0.000458
115.935	705.633	2512.4	0.000398
118.435	705.608	2571.9	0.000389
120.935	705.583	2915.6	0.000343
123.435	705.586	3705.3	0.00027
125.934	705.618	3825.1	0.000261
128.431	705.698	149.55	0.006687
130.922	705.86	165.43	0.006045
133.414	706.015	261.85	0.003819
135.898	706.199	169.34	0.005905
138.385	706.337	128.83	0.007762
